job_position,job_company,job_address,job_salary,job_welfare,job_year,job_education,company_num,company_business,job_detail
74,数据分析人员,大金空调技术（中国）有限公司,上海-静安区,6-8千/月,做五休二/周末双休/五险一金/专业培训/节日福利/交通补贴/加班补贴,2年经验,本科,150-500人,家具/家电/玩具/礼品,"1.负责数据系统管理指标统计分析
2.完成数据分析项目过程中的数据提取，数据分析，数据展示工作
3.完成所需业务数据的抽取，制作并完善数据系统相关分析数据等
岗位要求：
1.全日制本科，理工科专业为佳
2.沟通好，理解能力和学习能力强
3.能听说日语的优先
"
75,DBA工程师/数据库工程师顾问,南京学思信息技术有限责任公司,南京-秦淮区,1.5-2万/月,五险一金/员工旅游/交通补贴/通讯补贴/专业培训/绩效奖金/年终奖金/定期体检/扁平化管理/节日福利,5-7年经验,本科,少于50人,"计算机软件,机械/设备/重工","【岗位职责】：
1、根据业务需求，改进数据库架构，提供高可用、高性能、可扩展的、稳定可靠的数据库解决方案；
2、参与和指导数据库设计、运维等相关工作；
3、审核和指导SQL的语法及性能，优化和性能调优；
4、指导和搭建数据库容灾策略；
5、指导和实施数据库集群、负载均衡方案、备份方案、安全方案。
【任职条件】：
1、全日制本科及以上学历，有5年及以上的数据库开发、设计、运维经验,有大型互联网产品运维经验；
2、精通ORACLE、MSSQL及MYSQL；
3、对性能优化、可靠性部署、分库分表、读写分离、一致性方面，有大量生产实践经验，能与开发团队紧密配合，规划、设计和优化数据库技术方案；
4、熟悉数据库配置、备份、调优、监控、迁移、升级、异常处理、巡检、灾难恢复；
5、熟练使用SQL，善于SQL优化及排查问题，提高响应和吞吐量；
6、良好的团队协作能力和责任心，积极主动，乐于接受挑战，能应对突发应急情况。 
"
76,大数据专业经理,广东康景物业服务有限公司,北京-朝阳区,2-3万/月,五险一金/餐饮补贴/交通补贴/通讯补贴/绩效奖金/年终奖金,5-7年经验,本科,5000-10000人,物业管理/商业中心,"岗位职责：
1、承接产品和运营的需求，转化成数据模型，并生成报表数据；
2、数据仓库模型设计，ETL实施、性能优化以及相关技术问题的解决； 
3、基于对业务的深入理解，实现一系列数据分析模型，支持产品、运营、分析；
任职要求：
1、精通Hadoop/MapReduce/Hive,有一定的hql/sql性能调优经验；
2、有日志采集、海量数据处理、数据仓库建模、ETL等经验和元数据管理；
3、熟悉Hadoop/HBase/Spark/hbase/flume/kafka等开源大数据技术；
4、有数据仓库建设经验者优先；
5、能适应加班，有自驱力；
6、工作年限5年及以上。
7、具有实时计算经验。
加分项
1、善于沟通和交流，有跨团队、部门的项目资源整合能力；
2、有阿里云的报表工具QuickBI、数据处理工具DataWorks使用经验；
3、从事过物业管理行业的数据处理等相关工作。
"
77,数据处理工程师,广州麦锐电子科技有限公司,广州-越秀区,3.5-5.5千/月,员工旅游/年终奖金/定期体检/年终双薪/绩效奖金/全勤奖/全员社保/节日福利,1年经验,大专,少于50人,"电子技术/半导体/集成电路,互联网/电子商务","1、分析各个网络平台的产品和访问数据，制定推广策略
2、负责公司网上贸易平台（阿里巴巴）的操作管理和产品信息的更新发布；
3、熟悉公司产品特色优势，了解市场环境和竞争对手，利用关键词排名提升公司网站的网络搜索量；
4、思维敏捷，对数据敏感，能够不断学习新事物，行动能力强，头脑灵活；
中英文官网：www.yiluanxing.cn
对于每位新入职的员工，麦锐会提供岗前培训，让员工短期内适应工作，授人以渔，唯贤适用，让每个员工都有提升和成长的机会。我们的平台公正公平，思辩至上，只要你有能力，只要你有向上的精神，会给你足够的发展空间；我们的团队很年轻，充满青春激情，会给你温暖的发展环境；我们的未来很精彩，务实奋进，会给你广阔的发展道路。你的选择就是加入我们，融入一个积极的团队，成就另一个高度的自己。
"
78,数据库开发工程师(平台类),浙江宇视科技有限公司,济南-高新区,0.6-1.2万/月,五险一金/弹性工作/年终奖金/绩效奖金/专业培训/通讯补贴/定期体检,1年经验,本科,1000-5000人,"计算机软件,计算机硬件","岗位职责:
1、数据库语句开发、维护。
2、数据库性能分析优化、数据库配置管理。
任职资格:
1、熟悉数据库语句基本语法，能正常编写sql语句及存储过程。
2、熟悉linux基本命令，对linux操作系统有工作经验。
3、对分布式数据库有一定的理解，对数据库语句及性能有优化经验。
4、对于PG数据库有工作经验者优先。
5、本科及以上学历 。
"
79,数据分析师,醇馨信息,上海-浦东新区,1-1.5万/月,做五休二/五险一金/周末双休/餐饮补贴/绩效奖金,2年经验,本科,5000-10000人,金融/投资/证券,"职位描述：
1、快速学习并深入了解公司业务流程，根据运营、风控、销售等部门的数据需求；
2、根据上级需求对数据及分析的要求，执行并完善相关分析报表，做好资料归档管理工作；
3、协调相关沟通部门，对业务进行梳理；跨部门推动数据业务的持续进行；
4、学习并理解行业相关知识，并能逐步独立执行岗位所需相关工作。
任职要求：
1、信息、数学、计算机等相关专业全日制本科以上学历；
2、精通数分析或挖掘方法论，良好的数据敏感性；
3、熟练掌握SQL/Excel/PPT等相关工具，会Python更佳；
4、独立分析及快速学习能力，能快速发现、理解、推动解决问题的能力；
5、具备较强逻辑思维、沟通、执行力；积极主动，善于分享，总结，探索的精神。
"
80,前台信息专员(数据）+禅城祖庙,佛山童程童美教育科技有限公司,佛山-禅城区,4.5-6千/月,五险一金/弹性工作/带薪年假/节日福利/全勤奖/交通补贴/专业培训/餐饮补贴/加班补贴/绩效奖金,1年经验,大专,10000人以上,"教育/培训/院校,互联网/电子商务","岗位职责： 
工作地点：佛山市禅城区祖庙路百花广场
"
81,数据开发工程师,浙江浙大网新图灵信息科技有限公司,合肥,0.8-1.8万/月,周末双休/带薪年假/节日福利/立即上岗/五险一金/餐饮补贴/员工旅游/电脑补助/交通补贴/通讯补贴,2年经验,大专,500-1000人,"计算机软件,计算机硬件","熟悉Teradata、Hadoop下的ETL开发
职位要求：
1.计算机及相关专业大专以上学历。
2.对技术有追求，二年以上主流数据库设计研发经验；熟悉软件项目管理、敏捷管理方法论，在中大型项目中有所实践。
3.熟悉大数据Spark/Hadoop框架；熟悉Linux开发环境；熟悉主流ETL处理工具。
4.优秀的团队合作能力和沟通能力，在技术方面有前瞻性视野，学习能力强，有创新思维，对数据技术和业务发展有高度敏感性。抗压力强，有责任心，心态开放，思路清晰。
5.有金融行业大数据数据数据仓库、报表平台设计研发等经验者优先。
6.熟悉Teradata数据库更佳。
"
82,数据分析师,杭州盛锋企业管理咨询有限公司,杭州-拱墅区,6-9千/月,五险一金/绩效奖金,1年经验,本科,50-150人,专业服务(咨询、人力资源、财会),"主要职能： 
 1、项目数据的复核、统计； 
 2、项目报告的撰写；  
3、统计流程、报表的设计与优化。
  任职基本要求：  
      1、全日制普通本科学历；年龄24-35周岁，
      2、1年以上数据统计分析/报表开发相关工作经历； 
      3、统计学相关专业优先；逻辑思维能力；沟通能力；执行力。  专项技能要求        
      4、 Excel熟练掌握常用函数，熟悉数据透视表、图表；PPT操作熟练；熟练掌握SQL和帆软/PowerBI/Tableau等常见BI软件。
"
83,大数据平台开发工程师（研发中心）,焦点科技股份有限公司,南京-浦口区,1.7-2.5万/月,五险一金/免费班车/绩效奖金/年终奖金/股票期权/定期体检,2年经验,本科,1000-5000人,"互联网/电子商务,计算机软件","1、负责参与数据中台技术架构的设计，系统开发；
2、负责大数据平台的基础工具和平台的研发和维护；
3、大数据前沿开发技术的研究和推广。
1、计算机及相关专业本科及以上学历，2年以上大数据平台开发经验；
2、精通Java编程语言，能进行Hadoop或Flink组件相关开发，熟悉Python者优先；
3、熟悉Hadoop平台开源产品，熟悉Flink、Spark一种或者多种计算引擎；
4、熟悉Kafka、HBase、HDFS、Hive、Impala、Kudu等开源组件中的一种和多种；
5、深度理解软件工程，具备分布式、高性能等开发经验，有过大数据平台开发经验者优先；
6、肯钻研，能抗压，有较强的解决问题和沟通协调的能力。
"
